ITER_PAIR	CORR_VAL
575	0
576	0
577	0
578	0
579	-1
580	0
581	1
582	0
583	0
584	0
585	-1
586	0
587	-1
588	0
589	1
590	0
591	-1
592	0
593	0
594	1
595	0
596	0
597	-1
598	0
599	0
600	0
601	0
602	1
603	1
604	-1
605	0
606	-1
607	0
608	0
609	0
610	1
611	-1
612	0
613	0
614	1
615	0
616	1
617	1
618	0
619	1
620	0
621	0
622	0
623	1
624	0
625	0
626	0
627	0
628	0
629	-1
630	1
631	-1
632	0
633	0
634	0
635	1
636	-1
637	-1
638	0
639	1
640	0
641	-1
642	1
643	0
644	1
645	0
646	-1
647	-1
648	-1
649	0
650	0
651	0
652	0
653	0
654	-1
655	0
656	0
657	0
658	1
659	0
660	1
661	1
662	0
663	1
664	0
665	0
666	-1
667	-1
668	0
669	0
670	0
671	0
672	0
673	-1
674	-1
675	-1
676	0
677	1
678	0
679	0
680	1
681	0
682	1
683	0
684	0
685	-1
686	0
687	1
688	1
689	0
690	0
691	0
692	1
693	0
694	0
695	1
696	1
697	0
698	-1
699	0
700	0
701	0
702	0
703	1
704	1
705	0
706	0
707	-1
708	-1
709	0
710	-1
711	1
712	1
713	0
714	0
715	0
716	0
717	-1
718	0
719	1
720	0
721	0
722	-1
723	1
724	0
725	0
726	0
727	0
728	0
729	1
730	0
731	0
732	1
733	1
734	0
735	-1
736	0
737	0
738	0
739	0
740	0
741	0
742	1
743	-1
744	-1
745	1
746	1
747	0
748	-1
749	0
750	0
751	0
752	0
753	0
754	1
755	0
756	-1
757	-1
758	-1
759	1
760	0
761	-1
762	0
763	0
764	1
765	0
766	0
767	1
768	0
769	0
770	0
771	1
772	1
773	-1
774	0
775	0
776	0
777	1
778	0
779	0
780	1
781	0
782	0
783	0
784	0
785	0
786	1
787	0
788	0
789	1
790	1
791	0
792	-1
793	0
794	0
795	0
796	0
797	0
798	1
799	0
800	0
801	0
802	0
803	1
804	0
805	-1
806	0
807	1
808	0
809	0
810	0
811	-1
812	1
813	1
814	0
815	0
816	0
817	1
818	1
819	0
820	1
821	0
822	1
823	1
824	-1
825	0
826	-1
827	-1
828	0
829	0
830	-1
831	0
832	0
833	0
834	0
835	0
836	1
837	0
838	0
839	0
840	0
841	0
842	1
843	0
844	0
845	1
846	0
847	0
848	0
849	-1
850	0
851	-1
852	-1
853	0
854	0
855	-1
856	0
857	0
858	0
859	0
860	0
861	1
862	0
863	0
864	0
865	0
866	0
867	1
868	0
869	0
870	1
871	0
872	0
873	0
874	-1
875	0
876	-1
877	-1
878	0
879	0
880	-1
881	0
882	0
883	0
884	0
885	0
886	1
887	0
888	0
889	0
890	0
891	0
892	0
893	-1
894	0
895	1
896	0
897	1
898	1
899	0
900	-1
901	-1
902	1
903	1
904	0
905	-1
906	0
907	1
908	-1
909	-1
910	0
911	-1
912	0
913	0
914	0
915	1
916	0
917	0
918	1
919	0
920	0
921	0
922	0
923	0
924	1
925	0
926	0
927	1
928	0
929	1
930	1
931	0
932	-1
933	-1
934	0
935	0
936	0
937	-1
938	0
939	1
940	0
941	0
942	0
943	-1
944	0
945	-1
946	0
947	1
948	0
949	-1
950	0
951	1
952	1
953	-1
954	0
955	-1
956	0
957	0
958	0
959	0
960	0
961	0
962	-1
963	0
964	0
965	0
966	0
967	0
968	-1
969	0
970	0
971	1
972	1
973	0
974	1
975	1
976	0
977	1
978	1
979	0
980	1
981	0
982	0
983	1
984	1
985	0
986	0
987	-1
988	0
989	0
990	1
991	1
992	1
993	1
994	-1
995	1
996	1
997	0
998	-1
999	1
