ITER_PAIR	CORR_VAL
545	-1
546	-1
547	-1
548	-1
549	1
550	1
551	-1
552	1
553	0
554	-1
555	-1
556	-1
557	-1
558	-1
559	0
560	1
561	1
562	1
563	1
564	1
565	-1
566	1
567	1
568	-1
569	1
570	1
571	-1
572	0
573	0
574	-1
575	-1
576	1
577	0
578	-1
579	-1
580	1
581	1
582	1
583	0
584	-1
585	0
586	1
587	-1
588	-1
589	-1
590	1
591	0
592	-1
593	-1
594	-1
595	-1
596	1
597	0
598	-1
599	0
600	1
601	0
602	-1
603	-1
604	1
605	0
606	-1
607	-1
608	1
609	0
610	-1
611	1
612	1
613	-1
614	-1
615	1
616	0
617	-1
618	-1
619	0
620	0
621	-1
622	0
623	0
624	-1
625	1
626	-1
627	-1
628	0
629	0
630	-1
631	1
632	1
633	1
634	1
635	0
636	-1
637	1
638	0
639	1
640	1
641	-1
642	-1
643	-1
644	1
645	1
646	1
647	0
648	1
649	0
650	1
651	0
652	1
653	-1
654	-1
655	-1
656	1
657	0
658	-1
659	0
660	0
661	-1
662	0
663	-1
664	1
665	-1
666	0
667	1
668	1
669	1
670	1
671	-1
672	-1
673	-1
674	0
675	1
676	1
677	-1
678	-1
679	-1
680	1
681	0
682	1
683	-1
684	0
685	-1
686	0
687	1
688	1
689	1
690	0
691	-1
692	-1
693	-1
694	-1
695	-1
696	0
697	-1
698	0
699	1
700	1
701	1
702	1
703	-1
704	1
705	-1
706	0
707	-1
708	0
709	0
710	1
711	0
712	0
713	-1
714	0
715	-1
716	-1
717	-1
718	-1
719	-1
720	0
721	-1
722	0
723	-1
724	0
725	0
726	0
727	-1
728	1
729	1
730	0
731	-1
732	1
733	-1
734	1
735	0
736	0
737	0
738	0
739	-1
740	0
741	-1
742	0
743	0
744	-1
745	0
746	0
747	0
748	-1
749	0
750	0
751	0
752	-1
753	1
754	0
755	0
756	-1
757	0
758	-1
759	0
760	-1
761	0
762	1
763	-1
764	-1
765	1
766	1
767	-1
768	1
769	0
770	0
771	0
772	0
773	-1
774	0
775	-1
776	0
777	0
778	0
779	0
780	-1
781	-1
782	0
783	0
784	-1
785	0
786	1
787	1
788	-1
789	0
790	0
791	0
792	-1
793	0
794	0
795	0
796	-1
797	0
798	1
799	1
800	-1
801	0
802	0
803	0
804	1
805	1
806	0
807	0
808	-1
809	0
810	0
811	0
812	-1
813	0
814	1
815	1
816	-1
817	0
818	-1
819	1
820	1
821	0
822	-1
823	0
824	1
825	0
826	-1
827	0
828	-1
829	-1
830	-1
831	0
832	-1
833	1
834	1
835	0
836	-1
837	0
838	0
839	-1
840	-1
841	0
842	0
843	-1
844	1
845	0
846	1
847	0
848	-1
849	0
850	1
851	0
852	-1
853	0
854	-1
855	0
856	-1
857	0
858	0
859	0
860	-1
861	0
862	0
863	1
864	0
865	0
866	0
867	0
868	1
869	0
870	0
871	0
872	0
873	0
874	1
875	0
876	0
877	1
878	1
879	0
880	0
881	-1
882	0
883	0
884	0
885	-1
886	-1
887	0
888	0
889	-1
890	-1
891	-1
892	0
893	-1
894	-1
895	0
896	0
897	-1
898	-1
899	-1
900	0
901	-1
902	0
903	-1
904	-1
905	-1
906	0
907	1
908	0
909	-1
910	0
911	-1
912	1
913	0
914	0
915	-1
916	0
917	0
918	0
919	-1
920	0
921	-1
922	1
923	0
924	0
925	-1
926	0
927	1
928	0
929	-1
930	1
931	1
932	0
933	-1
934	0
935	0
936	0
937	-1
938	0
939	-1
940	1
941	-1
942	0
943	-1
944	0
945	-1
946	0
947	1
948	-1
949	0
950	-1
951	0
952	-1
953	0
954	-1
955	1
956	-1
957	0
958	-1
959	0
960	-1
961	0
962	-1
963	1
964	0
965	0
966	-1
967	-1
968	-1
969	1
970	1
971	0
972	-1
973	0
974	1
975	1
976	1
977	0
978	-1
979	-1
980	-1
981	0
982	-1
983	-1
984	-1
985	-1
986	-1
987	1
988	1
989	-1
990	-1
991	-1
992	1
993	1
994	1
995	1
996	-1
997	-1
998	1
999	1
